osm_id,fclass,year
415426058,bus_stop,2014
415444774,bus_stop,2014
415448257,bus_stop,2014
415804007,bus_stop,2014
416052037,bus_stop,2014
416052438,bus_stop,2014
416315775,bus_stop,2014
417140677,bus_stop,2014
423012070,bus_stop,2014
423017390,bus_stop,2014
423022559,bus_stop,2014
423024029,bus_stop,2014
423026847,bus_stop,2014
428964183,bus_stop,2014
441162279,bus_stop,2014
441241662,bus_stop,2014
441597479,bus_stop,2014
441597480,bus_stop,2014
441597498,bus_stop,2014
441597573,bus_stop,2014
446881844,bus_stop,2014
446881846,bus_stop,2014
447882066,bus_stop,2014
447882071,bus_stop,2014
447882073,bus_stop,2014
447882076,bus_stop,2014
447882079,bus_stop,2014
447882081,bus_stop,2014
447882084,bus_stop,2014
447882086,bus_stop,2014
447887509,bus_stop,2014
447887510,bus_stop,2014
447887513,bus_stop,2014
447887517,bus_stop,2014
447887522,bus_stop,2014
447887528,bus_stop,2014
447887531,bus_stop,2014
447887532,bus_stop,2014
447887545,bus_stop,2014
447891061,bus_stop,2014
447891063,bus_stop,2014
447891067,bus_stop,2014
447891070,bus_stop,2014
447894692,bus_stop,2014
447894693,bus_stop,2014
447894695,bus_stop,2014
447894697,bus_stop,2014
447900832,bus_stop,2014
447900834,bus_stop,2014
447900836,bus_station,2014
447900838,bus_stop,2014
447900840,bus_stop,2014
447900843,bus_stop,2014
447902846,bus_stop,2014
447902857,bus_stop,2014
447905187,bus_stop,2014
470028229,taxi,2014
471015581,bus_stop,2014
471537554,railway_station,2014
471542184,railway_station,2014
487386360,taxi,2014
490733663,taxi,2014
492901677,bus_stop,2014
499181277,bus_stop,2014
524677736,bus_stop,2014
524677739,bus_stop,2014
524677740,bus_stop,2014
524677741,bus_stop,2014
524677742,bus_stop,2014
524677743,bus_stop,2014
524677744,bus_stop,2014
524677745,bus_stop,2014
546916031,bus_stop,2014
546916097,bus_stop,2014
553329560,bus_stop,2014
554915792,bus_stop,2014
554936397,bus_stop,2014
556804803,bus_stop,2014
564612972,bus_stop,2014
564684456,railway_station,2014
581704878,bus_stop,2014
581704880,bus_stop,2014
605015918,bus_stop,2014
605015945,bus_stop,2014
605015985,bus_stop,2014
605016039,bus_stop,2014
605016758,bus_stop,2014
605016949,bus_stop,2014
605016973,bus_stop,2014
605020217,bus_stop,2014
605024331,bus_stop,2014
605024337,bus_stop,2014
605026040,taxi,2014
605026291,bus_stop,2014
605034135,bus_stop,2014
605035188,bus_stop,2014
605036042,bus_stop,2014
605037016,bus_stop,2014
605038154,bus_stop,2014
605039018,bus_stop,2014
605039880,bus_stop,2014
605042301,bus_stop,2014
605057411,bus_stop,2014
605058192,bus_stop,2014
605058484,bus_stop,2014
605152335,bus_stop,2014
605154896,bus_stop,2014
605156333,bus_stop,2014
605168867,bus_stop,2014
605169930,bus_stop,2014
605173809,bus_stop,2014
605176009,bus_stop,2014
605176351,bus_stop,2014
605178643,bus_stop,2014
605185493,bus_stop,2014
605187739,bus_stop,2014
606139055,bus_stop,2014
606140453,bus_stop,2014
606141581,bus_stop,2014
606157173,bus_stop,2014
608722582,bus_stop,2014
617153388,bus_stop,2014
617158490,bus_stop,2014
617158631,bus_stop,2014
617908947,bus_stop,2014
617911742,bus_stop,2014
617911744,bus_stop,2014
617912851,bus_stop,2014
617912852,bus_stop,2014
617913664,bus_stop,2014
619558144,bus_stop,2014
619558145,bus_stop,2014
619562077,bus_stop,2014
619562764,bus_stop,2014
619565692,bus_stop,2014
619566587,bus_stop,2014
619568336,bus_stop,2014
619568337,bus_stop,2014
619570614,bus_stop,2014
619570615,bus_stop,2014
621111110,bus_stop,2014
621111826,bus_stop,2014
621111833,bus_stop,2014
621111849,bus_stop,2014
621111888,bus_stop,2014
621111926,bus_stop,2014
621112187,bus_stop,2014
621112210,bus_stop,2014
621112220,bus_stop,2014
623031374,bus_stop,2014
629569668,bus_stop,2014
631342146,bus_stop,2014
631342148,bus_stop,2014
631343714,bus_stop,2014
631343715,bus_stop,2014
631344551,bus_stop,2014
631344552,bus_stop,2014
631345405,bus_stop,2014
631345406,bus_stop,2014
631350781,bus_stop,2014
631350782,bus_stop,2014
633876796,bus_stop,2014
633891425,bus_stop,2014
634244601,bus_stop,2014
634252344,bus_stop,2014
634443308,bus_stop,2014
634589188,bus_stop,2014
634647217,bus_stop,2014
634658988,bus_stop,2014
634658989,bus_stop,2014
637070043,bus_stop,2014
637070048,bus_stop,2014
637085251,bus_stop,2014
637086328,bus_stop,2014
639263557,bus_stop,2014
639272295,bus_stop,2014
639272297,bus_stop,2014
639289656,bus_stop,2014
639289657,bus_stop,2014
639304927,bus_stop,2014
639310944,bus_stop,2014
639339798,bus_stop,2014
640635599,bus_stop,2014
640684641,bus_stop,2014
640684657,bus_stop,2014
640684663,bus_stop,2014
648260116,bus_stop,2014
648624507,bus_stop,2014
648624514,bus_stop,2014
648650398,bus_stop,2014
648661894,bus_stop,2014
648682136,bus_stop,2014
648692679,bus_stop,2014
648734212,bus_stop,2014
648734987,bus_stop,2014
648734988,bus_stop,2014
649107033,bus_stop,2014
649107034,bus_stop,2014
649122154,bus_stop,2014
649135985,bus_stop,2014
649135989,bus_stop,2014
649181106,bus_stop,2014
649278025,bus_stop,2014
649278030,bus_stop,2014
650431792,bus_stop,2014
652999080,bus_stop,2014
654594444,bus_stop,2014
654594446,bus_stop,2014
654594447,bus_stop,2014
655150893,bus_stop,2014
655170043,bus_stop,2014
658959594,bus_stop,2014
663127109,bus_stop,2014
663127110,bus_stop,2014
663127111,bus_stop,2014
663127113,bus_stop,2014
665000205,bus_stop,2014
670512940,tram_stop,2014
670513806,tram_stop,2014
670513810,tram_stop,2014
675650150,bus_stop,2014
683292976,bus_stop,2014
686533251,bus_stop,2014
686534116,bus_stop,2014
692929465,bus_stop,2014
693345873,bus_stop,2014
700552365,bus_stop,2014
705964706,bus_stop,2014
706164645,bus_stop,2014
706373127,bus_stop,2014
707788740,bus_stop,2014
708830339,bus_stop,2014
708830343,bus_stop,2014
708830357,bus_stop,2014
708830365,bus_stop,2014
708830384,bus_stop,2014
708830391,bus_stop,2014
708830393,bus_stop,2014
708830415,bus_stop,2014
721612388,bus_stop,2014
764408302,railway_halt,2014
764409809,railway_halt,2014
764409949,railway_halt,2014
764414106,tram_stop,2014
764422182,railway_halt,2014
764422308,railway_halt,2014
765902899,bus_stop,2014
765902900,bus_stop,2014
765902912,bus_stop,2014
765902917,bus_stop,2014
765903015,bus_stop,2014
765903188,bus_stop,2014
765903297,bus_stop,2014
765903412,bus_stop,2014
765903629,bus_stop,2014
765903802,bus_stop,2014
765915204,bus_stop,2014
765915237,bus_stop,2014
765916781,bus_stop,2014
765916842,bus_stop,2014
765916922,bus_stop,2014
765917032,bus_stop,2014
765917985,bus_stop,2014
765918547,bus_stop,2014
765918550,bus_stop,2014
765918708,bus_stop,2014
765918709,bus_stop,2014
765919080,bus_stop,2014
765919085,bus_stop,2014
765919393,bus_stop,2014
765919441,bus_stop,2014
765919512,bus_stop,2014
765922766,bus_stop,2014
765922767,bus_stop,2014
765923467,bus_stop,2014
765924430,bus_stop,2014
765928164,bus_stop,2014
765929628,bus_stop,2014
766290708,bus_stop,2014
766299125,bus_stop,2014
766316577,bus_stop,2014
766320470,bus_stop,2014
766321156,bus_stop,2014
766339155,bus_stop,2014
766339687,bus_stop,2014
769819003,bus_stop,2014
774498677,bus_stop,2014
774498679,bus_stop,2014
774499648,bus_stop,2014
775533383,bus_stop,2014
777900687,bus_stop,2014
777900987,bus_stop,2014
777902581,bus_stop,2014
777971749,bus_stop,2014
778010132,bus_stop,2014
778010253,bus_stop,2014
814197513,bus_stop,2014
829658160,railway_station,2014
838051428,railway_halt,2014
838958851,bus_stop,2014
842561890,bus_stop,2014
846244012,bus_stop,2014
846244013,bus_stop,2014
846244014,bus_stop,2014
846247773,bus_stop,2014
864661391,bus_stop,2014
864661503,taxi,2014
864663237,taxi,2014
868418553,bus_stop,2014
868418568,bus_stop,2014
887164054,bus_stop,2014
887164083,bus_stop,2014
887164113,bus_stop,2014
887164726,bus_stop,2014
887164855,bus_stop,2014
887164948,bus_stop,2014
887165275,bus_stop,2014
887165454,bus_stop,2014
887165480,bus_stop,2014
887166025,bus_stop,2014
887167070,bus_stop,2014
887167183,bus_stop,2014
887167641,bus_stop,2014
894104647,bus_stop,2014
901762730,bus_stop,2014
901762798,bus_stop,2014
913773267,bus_stop,2014
923487690,bus_stop,2014
923487706,bus_stop,2014
923487710,bus_stop,2014
923487732,bus_stop,2014
923487759,bus_stop,2014
923487796,bus_stop,2014
930347097,bus_stop,2014
930347100,bus_stop,2014
930347116,bus_stop,2014
930358508,bus_stop,2014
930361047,bus_stop,2014
930361051,bus_stop,2014
933569909,bus_stop,2014
933570059,bus_stop,2014
933719166,bus_stop,2014
940119667,bus_stop,2014
940336176,bus_stop,2014
945056247,bus_stop,2014
945056297,bus_stop,2014
947307314,bus_stop,2014
947307385,bus_stop,2014
947307391,bus_stop,2014
947307393,bus_stop,2014
947307415,bus_stop,2014
947307478,bus_stop,2014
947307493,bus_stop,2014
948970166,bus_stop,2014
948970173,bus_stop,2014
948970176,bus_stop,2014
948980160,bus_stop,2014
950137301,bus_stop,2014
950137347,bus_stop,2014
959798649,bus_stop,2014
959798759,bus_stop,2014
959798778,bus_stop,2014
959826919,bus_stop,2014
959826922,bus_stop,2014
959826926,bus_stop,2014
959826928,bus_stop,2014
959826929,bus_stop,2014
959826940,bus_stop,2014
974136768,bus_stop,2014
979068042,bus_stop,2014
979068043,bus_stop,2014
979068085,bus_stop,2014
979068156,bus_stop,2014
981370455,bus_stop,2014
981370568,bus_stop,2014
987588052,bus_stop,2014
987588092,bus_stop,2014
987588099,bus_stop,2014
987588104,bus_stop,2014
987588130,bus_stop,2014
987588150,bus_stop,2014
987588161,bus_stop,2014
987588165,bus_stop,2014
989431364,bus_stop,2014
990033851,bus_stop,2014
990506278,bus_stop,2014
990506301,bus_stop,2014
990506340,bus_stop,2014
993642140,bus_stop,2014
994059139,bus_stop,2014
994119171,bus_stop,2014
994119193,bus_stop,2014
995502786,bus_stop,2014
995502802,bus_stop,2014
995502858,bus_stop,2014
996085470,bus_stop,2014
996085485,bus_stop,2014
997119339,bus_stop,2014
997119780,bus_stop,2014
998662094,bus_stop,2014
998797561,bus_stop,2014
1000073217,bus_stop,2014
1000073261,bus_stop,2014
1000073287,bus_stop,2014
1001505536,bus_stop,2014
1001505570,bus_stop,2014
1001505586,bus_stop,2014
1003114763,bus_stop,2014
1003114773,bus_stop,2014
1003155451,bus_stop,2014
1003155580,bus_stop,2014
1004498910,bus_stop,2014
1004498932,bus_stop,2014
1004498956,bus_stop,2014
1004498959,bus_stop,2014
1004499008,bus_stop,2014
1004499027,bus_stop,2014
1004499031,bus_stop,2014
1004499056,bus_stop,2014
1004499063,bus_stop,2014
1005053442,bus_stop,2014
1005053446,bus_stop,2014
1005362275,bus_stop,2014
1005362300,bus_stop,2014
1006137518,bus_stop,2014
1011083693,bus_stop,2014
1011083754,bus_stop,2014
1011083775,bus_stop,2014
1011083800,taxi,2014
1012296758,bus_stop,2014
1013351515,bus_stop,2014
1013351521,bus_stop,2014
1015855656,bus_stop,2014
1018176324,bus_stop,2014
1018176353,bus_stop,2014
1019136038,bus_stop,2014
1019136042,bus_stop,2014
1019136047,bus_stop,2014
1019136061,bus_stop,2014
1019136063,bus_stop,2014
1019136066,bus_stop,2014
1027996003,bus_stop,2014
1036592698,bus_stop,2014
1037173769,bus_stop,2014
1037235889,bus_stop,2014
1038210023,bus_stop,2014
1038210066,bus_stop,2014
1039320594,railway_station,2014
1039322015,railway_station,2014
1041097997,bus_stop,2014
1042766991,bus_stop,2014
1042767019,bus_stop,2014
1045552041,bus_stop,2014
1045552149,bus_stop,2014
1048688696,railway_station,2014
1049034884,bus_stop,2014
1052834960,bus_stop,2014
1054432235,bus_stop,2014
1054432243,bus_stop,2014
1054432248,bus_stop,2014
1057334739,bus_stop,2014
1057334871,bus_stop,2014
1085585004,bus_stop,2014
1085585009,bus_stop,2014
1085585191,bus_stop,2014
1088219395,bus_stop,2014
1088219413,bus_stop,2014
1088662606,bus_stop,2014
1089066472,bus_stop,2014
1089066840,bus_stop,2014
1094877304,tram_stop,2014
1094877551,tram_stop,2014
1094878229,tram_stop,2014
1099779816,bus_stop,2014
1099779847,bus_stop,2014
1101942086,bus_stop,2014
1105435963,taxi,2014
1110309681,bus_stop,2014
1116335802,railway_station,2014
1119733213,tram_stop,2014
1121716648,bus_stop,2014
1121716652,bus_stop,2014
1122798694,bus_stop,2014
1122799089,bus_stop,2014
1133506582,bus_station,2014
1137858674,bus_stop,2014
1138846871,bus_stop,2014
1141496059,railway_station,2014
1145362413,bus_stop,2014
1147347253,bus_stop,2014
1151335634,bus_stop,2014
1155389864,bus_stop,2014
1155390331,bus_stop,2014
1156502782,bus_stop,2014
1156502796,bus_stop,2014
1156502797,bus_stop,2014
1156502817,bus_stop,2014
1156502833,bus_stop,2014
1156502851,bus_stop,2014
1156502858,bus_stop,2014
1156502897,bus_stop,2014
1156502940,bus_stop,2014
1156502968,bus_stop,2014
1156622377,bus_stop,2014
1156622415,bus_stop,2014
1156622441,bus_stop,2014
1156622464,bus_stop,2014
1156622486,bus_stop,2014
1156622505,bus_stop,2014
1156622527,bus_stop,2014
1156622618,bus_stop,2014
1157476534,bus_stop,2014
1157476537,bus_stop,2014
1178996331,bus_stop,2014
1178996345,bus_stop,2014
1180644879,bus_stop,2014
1180644942,bus_stop,2014
1182665048,bus_stop,2014
1188299275,bus_stop,2014
1191783283,bus_stop,2014
1191783297,bus_stop,2014
1191783899,bus_stop,2014
1191784062,bus_stop,2014
1191784124,bus_stop,2014
1191784126,bus_stop,2014
1191784265,bus_stop,2014
1191784315,bus_stop,2014
1191784386,bus_stop,2014
1191784501,bus_stop,2014
1191784559,bus_stop,2014
1191784589,bus_stop,2014
1191784624,bus_stop,2014
1191784646,bus_stop,2014
1191784684,bus_stop,2014
1191784728,bus_stop,2014
1191784743,bus_stop,2014
1191784755,bus_stop,2014
1191785020,bus_stop,2014
1191785059,bus_stop,2014
1191785123,bus_stop,2014
1191785269,bus_stop,2014
1191785306,bus_stop,2014
1191785782,bus_stop,2014
1191785849,bus_stop,2014
1191785903,bus_stop,2014
1191785962,bus_stop,2014
1191786322,bus_stop,2014
1191786598,bus_stop,2014
1191786703,bus_stop,2014
1191787170,bus_stop,2014
1191787294,bus_stop,2014
1191787504,bus_stop,2014
1191787883,bus_stop,2014
1191787993,bus_stop,2014
1191788169,bus_stop,2014
1191788726,bus_stop,2014
1192592396,bus_stop,2014
1192732860,bus_stop,2014
1192732948,bus_stop,2014
1192733011,bus_stop,2014
1192733229,bus_station,2014
1192734299,bus_stop,2014
1192734888,bus_stop,2014
1192735187,bus_stop,2014
1192735216,bus_stop,2014
1201508286,bus_stop,2014
1206262763,bus_stop,2014
1206262788,bus_stop,2014
1210856972,bus_stop,2014
1210859096,bus_stop,2014
1210861986,bus_stop,2014
1210870444,bus_stop,2014
1211022967,bus_stop,2014
1211026180,bus_stop,2014
1211036619,bus_stop,2014
1211037635,bus_stop,2014
1211041136,bus_stop,2014
1211046968,bus_stop,2014
1211047107,bus_stop,2014
1211054979,bus_stop,2014
1211058090,bus_stop,2014
1215232769,bus_stop,2014
1215233226,bus_stop,2014
1215373628,bus_stop,2014
1216262854,bus_stop,2014
1216262971,bus_stop,2014
1221135312,bus_stop,2014
1221135465,bus_stop,2014
1221140928,bus_stop,2014
1221162679,bus_stop,2014
1221164444,bus_stop,2014
1221171350,bus_stop,2014
1221171358,bus_stop,2014
1223065451,bus_stop,2014
1224158091,bus_stop,2014
1224158097,bus_stop,2014
1226586646,bus_stop,2014
1238723719,bus_stop,2014
1238723852,bus_stop,2014
1239952464,bus_stop,2014
1240425879,bus_stop,2014
1240466352,bus_stop,2014
1240956530,bus_stop,2014
1240956675,bus_stop,2014
1241238910,bus_stop,2014
1241481338,bus_stop,2014
1241481397,bus_stop,2014
1251026535,bus_stop,2014
1252378585,bus_stop,2014
1252380375,bus_stop,2014
1252380463,bus_stop,2014
1252380544,bus_stop,2014
1252383525,bus_stop,2014
1253162741,bus_stop,2014
1253162742,bus_stop,2014
1253162743,bus_stop,2014
1253162744,bus_stop,2014
1253162745,bus_stop,2014
1253162746,bus_stop,2014
1253162747,bus_stop,2014
1253162748,bus_stop,2014
1253162749,bus_stop,2014
1270203002,bus_stop,2014
1270592332,bus_stop,2014
1272991474,bus_stop,2014
1272991480,bus_stop,2014
1272991484,bus_stop,2014
1272991503,bus_stop,2014
1274220501,bus_stop,2014
1274220512,bus_stop,2014
1278107378,bus_stop,2014
1279198396,taxi,2014
1279198416,bus_stop,2014
1279198432,bus_stop,2014
1282704540,bus_stop,2014
1283403999,bus_stop,2014
1283404009,bus_stop,2014
1288280578,bus_stop,2014
1293160527,bus_stop,2014
1295466282,bus_stop,2014
1295466788,bus_stop,2014
1298780888,bus_stop,2014
1298780893,bus_stop,2014
1298780898,bus_stop,2014
1298780912,bus_stop,2014
1302120534,bus_stop,2014
1302120971,bus_stop,2014
1310982815,bus_stop,2014
1310984977,bus_stop,2014
1310985017,bus_stop,2014
1310985344,bus_stop,2014
1316079347,bus_stop,2014
1316079348,bus_stop,2014
1317151984,bus_stop,2014
1317152002,bus_stop,2014
1324794733,bus_stop,2014
1324794735,bus_stop,2014
1324794736,bus_stop,2014
1332199299,bus_stop,2014
1332199300,bus_stop,2014
1332199301,bus_stop,2014
1332199302,bus_stop,2014
1333328397,bus_stop,2014
1333328419,bus_stop,2014
1333553830,bus_stop,2014
1358669242,bus_stop,2014
1358670316,bus_stop,2014
1358670375,bus_stop,2014
1359287726,bus_stop,2014
1359287729,bus_stop,2014
1361276924,bus_stop,2014
1361276938,bus_stop,2014
1361276943,bus_stop,2014
1361276948,bus_stop,2014
1361276952,bus_stop,2014
1361276954,bus_stop,2014
1361276966,bus_stop,2014
1361276969,bus_stop,2014
1361276971,bus_stop,2014
1361276973,bus_stop,2014
1361276979,bus_stop,2014
1361276984,bus_stop,2014
1361276989,bus_stop,2014
1361276992,bus_stop,2014
1361276994,bus_stop,2014
1361277005,bus_stop,2014
1362686091,bus_stop,2014
1362686095,bus_stop,2014
1364929159,bus_stop,2014
1370384292,tram_stop,2014
1370384652,tram_stop,2014
1388522501,bus_stop,2014
1388522508,bus_stop,2014
1388522512,bus_stop,2014
1388522515,bus_stop,2014
1388522526,bus_stop,2014
1388522529,bus_stop,2014
1394071538,bus_stop,2014
1394071539,bus_stop,2014
1395173996,bus_stop,2014
1395173997,bus_stop,2014
1395173999,bus_stop,2014
1395174001,bus_stop,2014
1395174003,bus_stop,2014
1396564716,bus_stop,2014
1397563049,bus_stop,2014
1397563050,bus_stop,2014
1402566400,bus_stop,2014
1402566401,bus_stop,2014
1402566402,bus_stop,2014
1402566403,bus_stop,2014
1402566406,bus_stop,2014
1411497606,bus_stop,2014
1411497615,tram_stop,2014
1411497634,bus_stop,2014
1411497653,bus_stop,2014
1411497655,bus_stop,2014
1411497659,bus_stop,2014
1411499325,tram_stop,2014
1411499353,bus_stop,2014
1411499356,bus_stop,2014
1411508840,bus_stop,2014
1416631515,bus_stop,2014
1416631520,bus_stop,2014
1416631523,bus_stop,2014
1416631535,bus_stop,2014
1416631541,bus_stop,2014
1420879401,bus_stop,2014
1426485338,taxi,2014
1428296056,bus_stop,2014
1428296058,bus_stop,2014
1428296059,bus_stop,2014
1428296062,bus_stop,2014
1428296068,bus_stop,2014
1428296072,bus_stop,2014
1428296076,bus_stop,2014
1428296078,bus_stop,2014
1428936675,bus_stop,2014
1428936678,bus_stop,2014
1428936689,bus_stop,2014
1428936696,bus_stop,2014
1428936699,bus_stop,2014
1428936712,bus_stop,2014
1428936718,bus_stop,2014
1428936720,bus_stop,2014
1428936721,bus_stop,2014
1431832655,bus_stop,2014
1431832687,bus_stop,2014
1432238168,bus_stop,2014
1432261556,bus_stop,2014
1432564773,bus_station,2014
1432564774,bus_station,2014
1433440964,bus_stop,2014
1434217929,bus_stop,2014
1434217967,bus_stop,2014
1435383960,bus_stop,2014
1436608323,bus_stop,2014
1436608324,bus_stop,2014
1436608329,bus_stop,2014
1436783284,bus_stop,2014
1437772779,bus_stop,2014
1437772781,bus_stop,2014
1437772785,bus_stop,2014
1440804003,bus_stop,2014
1440804006,bus_stop,2014
1440804028,bus_stop,2014
1440804042,bus_stop,2014
1440804061,bus_stop,2014
1440804065,bus_stop,2014
1440926750,bus_stop,2014
1450670150,bus_stop,2014
1450670163,bus_stop,2014
1450670173,bus_stop,2014
1450670177,bus_stop,2014
1450670206,bus_stop,2014
1450670229,bus_stop,2014
1450670245,bus_stop,2014
1450670247,bus_stop,2014
1450670265,bus_stop,2014
1450670273,bus_stop,2014
1450670285,bus_stop,2014
1457027917,bus_stop,2014
1457027918,bus_stop,2014
1457027919,bus_stop,2014
1457027920,bus_stop,2014
1457027921,bus_stop,2014
1457027923,bus_stop,2014
1457027927,bus_stop,2014
1457027929,bus_stop,2014
1457027930,bus_stop,2014
1457027931,bus_stop,2014
1457027934,bus_stop,2014
1457027935,bus_stop,2014
1457027936,bus_stop,2014
1457027939,bus_stop,2014
1457027941,bus_stop,2014
1457027942,bus_stop,2014
1457027943,bus_stop,2014
1457027944,bus_stop,2014
1457027945,bus_stop,2014
1457964190,bus_stop,2014
1457964212,bus_stop,2014
1457964226,bus_stop,2014
1457964245,bus_stop,2014
1457964283,bus_stop,2014
1460510082,bus_stop,2014
1460510084,bus_stop,2014
1460510085,bus_stop,2014
1460510089,bus_stop,2014
1460510092,bus_stop,2014
1460510099,bus_stop,2014
1460510102,bus_stop,2014
1460510108,bus_stop,2014
1460510110,bus_stop,2014
1460510122,bus_stop,2014
1460510124,bus_stop,2014
1460510134,bus_stop,2014
1460510142,bus_stop,2014
1460510145,bus_stop,2014
1460510156,bus_stop,2014
1460510158,bus_stop,2014
1460510165,bus_stop,2014
1460510167,bus_stop,2014
1460510179,bus_stop,2014
1460510180,bus_stop,2014
1460510183,bus_stop,2014
1472461782,bus_stop,2014
1475007118,bus_stop,2014
1475007122,bus_stop,2014
1477030070,bus_stop,2014
1477030078,bus_stop,2014
1477030230,bus_stop,2014
1477030324,bus_stop,2014
1479418927,bus_stop,2014
1489806680,bus_stop,2014
1489806736,bus_stop,2014
1489807553,bus_stop,2014
1490628895,bus_stop,2014
1491960498,bus_stop,2014
1491960506,bus_stop,2014
1491960508,bus_stop,2014
1494071314,tram_stop,2014
1494071316,tram_stop,2014
1494071317,tram_stop,2014
1494071318,tram_stop,2014
1494071323,tram_stop,2014
1494071330,tram_stop,2014
1494071331,tram_stop,2014
1495883215,bus_stop,2014
1495883475,bus_stop,2014
1495883480,bus_stop,2014
1495884051,bus_stop,2014
1499642260,bus_stop,2014
1507126479,bus_stop,2014
1514201702,taxi,2014
1514722089,bus_stop,2014
1515730541,bus_stop,2014
1515730548,bus_stop,2014
1515730562,bus_stop,2014
1515730569,bus_stop,2014
1515730583,bus_stop,2014
1515990772,bus_stop,2014
1515990773,bus_stop,2014
1515990775,bus_stop,2014
1515990776,bus_stop,2014
1515990778,bus_stop,2014
1519250488,bus_stop,2014
1521847201,bus_stop,2014
1525627154,bus_stop,2014
1532715603,bus_stop,2014
1534296186,bus_stop,2014
1545044391,railway_station,2014
1547149699,bus_stop,2014
1548662483,bus_stop,2014
1554325355,bus_stop,2014
1554325407,bus_stop,2014
1555929054,bus_stop,2014
1557096021,bus_stop,2014
1557117652,bus_stop,2014
1557210445,bus_stop,2014
1559465835,bus_stop,2014
1559465868,bus_stop,2014
1559465872,bus_stop,2014
1559465910,bus_stop,2014
1559465937,bus_stop,2014
1559465938,bus_stop,2014
1578099044,bus_stop,2014
1578099045,bus_stop,2014
1585960810,bus_stop,2014
1585960813,bus_stop,2014
1586950483,bus_stop,2014
1591386813,bus_stop,2014
1594647273,bus_stop,2014
1594647277,bus_stop,2014
1594647298,bus_stop,2014
1597620172,bus_stop,2014
1597620173,bus_stop,2014
1598094605,bus_stop,2014
1598094616,bus_stop,2014
1598094623,bus_stop,2014
1598094634,bus_stop,2014
1598094652,bus_stop,2014
1598094659,bus_stop,2014
1598094668,bus_stop,2014
1598094682,bus_stop,2014
1598292293,bus_stop,2014
1598292299,bus_stop,2014
1598292318,bus_stop,2014
1598292324,bus_stop,2014
1598292332,bus_stop,2014
1598292336,bus_stop,2014
1598292350,bus_stop,2014
1598292359,bus_stop,2014
1600578991,bus_stop,2014
1600578996,bus_stop,2014
1604245956,bus_stop,2014
1606140476,bus_stop,2014
1606140478,bus_stop,2014
1606140489,bus_stop,2014
1606140490,bus_stop,2014
1606140493,bus_stop,2014
1606140512,bus_stop,2014
1606140515,bus_stop,2014
1606140516,bus_stop,2014
1606140517,bus_stop,2014
1606161285,bus_stop,2014
1606161286,bus_stop,2014
1606161289,bus_stop,2014
1606161294,bus_stop,2014
1606161307,bus_stop,2014
1606161308,bus_stop,2014
1606161321,bus_stop,2014
1606161323,bus_stop,2014
